City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
374,isangel,-19.55,169.2667,27.06,83,100,2.06,VU,1683854216
375,holualoa,19.6228,-155.9522,25.91,86,40,5.14,US,1683854262
376,sinop,41.7711,34.8709,6.05,95,100,2.2,TR,1683854262
377,spring creek,40.7266,-115.5859,16.83,33,100,1.21,US,1683854262
378,palmas,-10.2128,-48.3603,25.93,83,20,1.54,BR,1683854262
379,oropesa del mar,40.1,0.15,15.21,51,79,4.33,ES,1683854262
380,bel ombre,-4.6167,55.4167,27.91,78,40,5.14,SC,1683854262
381,svetlyy,54.675,20.1347,7.76,72,8,3.63,RU,1683854262
382,taltal,-25.4,-70.4833,16.9,84,32,1.78,CL,1683854221
383,farafangana,-22.8167,47.8333,21.94,91,100,1.81,MG,1683854263
384,kavaratti,10.5669,72.642,29.23,65,100,0.94,IN,1683854263
385,hobyo,5.3505,48.5268,27.02,85,100,9.62,SO,1683854263
386,eureka,40.8021,-124.1637,18.71,81,93,4.02,US,1683854263
387,ambovombe,-25.1667,46.0833,21.81,77,83,3.1,MG,1683854263
388,mhamid,29.82,-5.72,28.16,14,20,4.0,MA,1683854263
389,balakovo,52.0278,47.8007,9.59,94,100,4.31,RU,1683854263
390,hovd,48.0056,91.6419,14.58,32,9,3.82,MN,1683854264
391,nyurba,63.2842,118.3319,5.36,45,0,3.69,RU,1683854264
392,ulladulla,-35.35,150.4667,18.76,43,27,1.51,AU,1683854264
393,katsuura,35.1333,140.3,18.01,56,87,3.81,JP,1683854264
394,robertsport,6.7533,-11.3686,27.71,83,100,3.25,LR,1683854264
395,las flores,34.0372,-118.6359,23.52,77,0,5.66,US,1683854264
396,howrah,22.5892,88.3103,29.0,84,75,1.54,IN,1683854265
397,fier,40.7239,19.5561,12.75,82,0,2.57,AL,1683854265
398,mount pleasant,32.7941,-79.8626,22.22,82,20,3.09,US,1683854265
399,fisterra,42.9049,-9.2629,13.19,80,44,7.32,ES,1683854154
400,elliot,-31.3333,27.85,9.73,74,100,0.62,ZA,1683854265
401,mendi,-6.1761,143.6513,22.12,58,25,1.77,PG,1683854265
402,wete,-5.0559,39.7294,23.88,91,28,2.81,TZ,1683854265
403,uturoa,-16.7333,-151.4333,25.98,82,100,6.61,PF,1683854265
404,sangin,32.0728,64.8359,25.61,21,0,3.5,AF,1683854266
405,pedernales,18.0384,-71.744,26.58,72,1,1.95,DO,1683854266
406,beitbridge,-22.2167,30.0,18.82,53,0,1.33,ZW,1683854266
407,quelimane,-17.8786,36.8883,19.71,95,3,1.51,MZ,1683854266
408,sodra sandby,56.5667,16.6167,9.38,70,10,3.26,SE,1683854266
409,robstown,27.7903,-97.6689,28.19,87,75,6.69,US,1683854266
410,libenge,3.65,18.6333,23.03,90,97,1.05,CD,1683854266
411,sharanga,57.1775,46.5396,6.52,89,7,2.22,RU,1683854267
412,amahai,-3.3333,128.9167,25.1,93,100,0.83,ID,1683854267
413,tres arroyos,-38.3739,-60.2798,9.38,53,41,4.16,AR,1683854267
414,taksimo,56.3444,114.8794,5.02,40,4,1.79,RU,1683854267
415,banda aceh,5.5577,95.3222,28.1,77,98,0.56,ID,1683854267
416,ondjiva,-17.0667,15.7333,17.76,37,34,1.71,AO,1683854267
417,fort bragg,35.139,-79.006,23.32,65,0,3.6,US,1683854267
418,villa regina,-39.1,-67.0667,14.99,22,96,3.87,AR,1683854267
419,shache,38.4167,77.2406,17.62,17,94,0.91,CN,1683854268
420,moshi,-3.35,37.3333,18.11,93,21,0.75,TZ,1683854268
421,huarmey,-10.0681,-78.1522,22.48,85,100,3.74,PE,1683854231
422,ust'-ilimsk,58.0006,102.6619,8.49,40,100,4.4,RU,1683854268
423,sawakin,19.1059,37.3321,27.01,43,0,1.0,SD,1683854269
424,lockwood,45.8191,-108.4149,15.23,69,100,3.6,US,1683854269
425,gadzhiyevo,69.2551,33.3362,2.44,100,100,2.73,RU,1683854269
426,dalandzadgad,43.5708,104.425,9.0,36,6,1.75,MN,1683854269
427,santa cruz,-17.8,-63.1667,21.7,83,75,0.0,BO,1683854270
428,bahir dar,11.5936,37.3908,22.01,24,26,0.96,ET,1683854270
429,runing,33.0011,114.3542,21.8,44,100,2.53,CN,1683854270
430,nova xavantina,-14.6667,-52.35,21.95,71,85,1.03,BR,1683854270
431,faliraki,36.3398,28.1994,18.38,78,20,8.23,GR,1683854064
432,masterton,-40.9597,175.6575,11.6,53,13,3.99,NZ,1683854228
433,grand falls-windsor,48.9332,-55.6649,4.17,66,43,1.29,CA,1683854270
434,portage la prairie,49.9728,-98.2926,19.94,63,100,4.63,CA,1683854271
435,peniche,39.3558,-9.3811,15.16,84,0,12.08,PT,1683854271
436,fallon,39.4735,-118.7774,22.93,20,20,4.12,US,1683854105
437,m'sila,35.7058,4.5419,18.11,57,4,4.5,DZ,1683854271
438,george town,5.4112,100.3354,29.97,79,20,0.0,MY,1683854124
439,yerofey pavlovich,53.9667,121.9667,9.05,58,100,3.1,RU,1683854271
440,saint-pierre,-21.3393,55.4781,21.82,68,0,2.06,RE,1683854271
441,arraial do cabo,-22.9661,-42.0278,22.78,73,88,4.75,BR,1683854271
442,zouerate,22.7187,-12.4521,30.69,21,79,8.83,MR,1683854272
443,lodwar,3.1191,35.5973,27.85,50,46,5.36,KE,1683854272
444,comodoro rivadavia,-45.8667,-67.5,16.92,42,0,9.26,AR,1683854030
445,yaren,-0.5472,166.916,28.77,76,99,5.67,NR,1683854272
446,inderbor,48.55,51.7833,10.45,77,0,5.46,KZ,1683854272
447,maitum,6.0392,124.4986,29.74,74,35,1.96,PH,1683854272
448,klaeng,12.7797,101.6483,31.64,66,26,2.1,TH,1683854272
449,okha,53.5739,142.9478,5.6,69,8,1.93,RU,1683854273
450,wynyard,-41.0,145.7167,13.32,83,40,3.45,AU,1683854273
451,yuzhno-kurilsk,44.0306,145.8556,6.73,67,9,4.04,RU,1683854273
452,oromocto,45.8351,-66.4792,14.96,44,40,4.12,CA,1683854273
453,zeribet el oued,34.6828,6.5111,24.93,37,31,6.4,DZ,1683854273
454,waingapu,-9.6567,120.2641,27.44,66,100,6.63,ID,1683854273
455,vila franca do campo,37.7167,-25.4333,17.23,89,99,0.97,PT,1683854193
456,puerto baquerizo moreno,-0.9,-89.6,26.22,87,100,3.93,EC,1683854274
457,codrington,-38.2667,141.9667,14.17,69,97,4.05,AU,1683854274
458,port douglas,-16.4833,145.4667,24.78,81,100,7.37,AU,1683854274
459,happy valley-goose bay,53.3168,-60.3315,3.17,52,20,3.6,CA,1683854274
460,yung shue wan,22.2333,114.1167,24.82,80,100,0.89,HK,1683854274
461,minas de marcona,-15.2119,-75.1103,14.47,86,44,4.38,PE,1683854274
462,atbasar,51.8,68.3333,10.67,60,11,4.89,KZ,1683854274
463,sirhind,30.6456,76.3825,26.97,15,68,1.58,IN,1683854274
464,sumberpucung,-8.1586,112.4829,26.18,84,57,2.07,ID,1683854275
465,lluta,-16.0147,-72.0142,12.0,47,94,1.26,PE,1683854275
466,bata,1.8639,9.7658,26.1,89,92,1.82,GQ,1683854275
467,diamantino,-14.4086,-56.4461,21.73,84,47,1.27,BR,1683854275
468,ayancik,41.9447,34.5861,10.93,81,100,6.46,TR,1683854280
469,yangambi,0.8102,24.4336,20.74,98,100,0.78,CD,1683854280
470,sambava,-14.2667,50.1667,22.58,87,3,3.27,MG,1683854280
471,zalishchyky,48.6447,25.7339,6.14,85,6,2.9,UA,1683854281
472,benalla,-36.55,145.9833,17.39,58,100,1.26,AU,1683854281
473,lubango,-14.9172,13.4925,15.16,45,36,0.57,AO,1683854281
474,puerto santa,-8.9906,-78.6456,22.46,86,100,4.63,PE,1683854281
475,rouissat,31.9243,5.3502,30.04,14,0,5.66,DZ,1683854281
476,parras de la fuente,25.4167,-102.1833,26.78,8,2,3.0,MX,1683854281
477,kaa-khem,51.6833,94.7333,12.49,30,100,1.51,RU,1683854282
478,sao miguel do araguaia,-13.275,-50.1628,24.09,60,6,2.0,BR,1683854282
479,harstad,68.799,16.5293,6.2,99,98,5.81,NO,1683854187
480,levuka,50.1834,-105.4011,14.9,88,100,4.99,CA,1683854282
481,vadso,70.0744,29.7487,6.49,93,100,3.09,NO,1683854283
482,riti,7.9167,9.6167,27.74,67,68,2.45,NG,1683854283
483,bulungu,-4.55,18.6,22.7,80,32,0.78,CD,1683854283
484,kaitong,44.8135,123.15,22.12,27,21,8.97,CN,1683854283
485,orange farm,-26.4833,27.8667,13.53,44,0,1.0,ZA,1683854284
486,ishinomaki,38.4167,141.3,14.0,54,0,1.36,JP,1683854284
487,pisco,-13.7,-76.2167,20.03,83,100,4.12,PE,1683854284
488,fruita,39.1589,-108.729,21.64,28,0,0.0,US,1683854285
489,cruzeiro do sul,-29.5128,-51.9853,14.18,88,65,1.04,BR,1683854285
490,atamyrat,37.8357,65.2106,23.39,37,89,2.88,TM,1683854285
491,port-vila,-17.7338,168.3219,27.78,65,100,7.2,VU,1683854285
492,kota bharu,6.1333,102.2386,28.97,84,20,2.06,MY,1683854286
493,kampene,-3.6,26.6667,21.06,95,100,0.81,CD,1683854286
494,al minya,28.1099,30.7503,24.28,29,0,3.31,EG,1683854286
495,kuta,-8.7233,115.1723,27.97,83,75,7.2,ID,1683854287
496,horby,50.0468,32.4907,5.85,86,1,2.48,UA,1683854287
497,mount pearl,47.5166,-52.7813,4.19,59,20,8.75,CA,1683854287
498,kayangel,8.0823,134.7173,28.8,72,15,1.14,PW,1683854287
499,aligudarz,33.4006,49.6949,10.41,39,0,1.77,IR,1683854288
500,vranov nad toplou,48.8884,21.6848,11.08,86,36,1.23,SK,1683854288
501,zhosaly,45.4878,64.0781,22.01,36,37,4.16,KZ,1683854288
502,tayshet,55.9342,98.0044,6.56,85,100,1.94,RU,1683854288
503,lubang,13.8584,120.124,28.57,78,21,7.85,PH,1683854289
504,mil'kovo,55.6078,37.7956,10.23,80,60,2.44,RU,1683854289
505,guangyuan,32.442,105.823,21.5,47,98,1.13,CN,1683854289
506,prairie ridge,47.1376,-122.1487,24.13,38,0,2.57,US,1683854290
507,trondheim,63.4305,10.3951,9.05,84,100,1.3,NO,1683854290
508,belel,7.05,14.4333,16.75,83,94,0.49,CM,1683854290
509,babolsar,36.7025,52.6576,18.21,84,7,3.07,IR,1683854291
510,ocara,-4.4908,-38.5967,22.41,94,46,1.35,BR,1683854291
511,nchelenge,-9.3451,28.734,18.48,82,0,1.9,ZM,1683854291
512,tuban,-6.8976,112.0649,27.32,83,81,2.58,ID,1683854291
513,zinder,13.8072,8.9881,27.91,15,100,2.24,NE,1683854292
514,buala,-8.145,159.5921,29.52,75,55,4.59,SB,1683854292
515,az zawiyah,32.0963,35.0398,25.06,64,0,1.54,PS,1683854292
516,barentu,15.1139,37.5928,26.51,20,3,1.35,ER,1683854293
517,nadi,-17.8,177.4167,31.0,51,20,5.14,FJ,1683854293
518,recani,31.2846,-4.2688,26.36,18,88,7.6,MA,1683854294
519,mokhsogollokh,61.4681,128.9203,2.55,42,100,3.55,RU,1683854294
520,chonchi,-42.6128,-73.8092,12.84,96,100,1.84,CL,1683854294
521,kourou,5.1552,-52.6478,24.03,91,100,2.69,GF,1683854160
522,beykonak,36.3257,30.303,20.65,58,34,1.85,TR,1683854295
523,seeb,23.6703,58.1891,35.05,26,0,4.63,OM,1683854295
524,hami,42.8,93.45,21.38,11,57,4.69,CN,1683854295
525,al ghayzah,16.2079,52.176,27.25,69,8,1.02,YE,1683854295
526,tillaberi,14.2117,1.4531,31.14,45,30,6.64,NE,1683854296
527,chabahar,25.2919,60.643,29.26,64,91,3.88,IR,1683854296
528,severo-yeniseyskiy,60.3725,93.0408,-0.63,92,100,2.55,RU,1683854242
529,tekeli,44.83,78.8239,16.5,46,100,3.1,KZ,1683854296
530,angaur state,6.906,134.13,28.69,74,51,1.16,PW,1683854297
531,lodja,-3.4833,23.4333,21.69,80,71,0.55,CD,1683854297
532,ouallam,14.3188,2.0866,31.23,45,97,10.8,NE,1683854297
533,santa isabel,-23.3156,-46.2214,17.84,94,94,0.8,BR,1683854003
534,mahebourg,-20.4081,57.7,24.16,83,40,5.66,MU,1683854298
535,nabire,-3.3667,135.4833,26.81,89,100,0.46,ID,1683854298
536,cestos city,5.46,-9.5828,26.54,84,100,2.18,LR,1683854298
537,behompy,-23.2496,43.8557,21.03,87,7,1.43,MG,1683854299
538,tindouf,27.6711,-8.1474,27.25,22,0,8.23,DZ,1683854299
539,dawson creek,55.7666,-120.2362,21.43,35,21,2.81,CA,1683854059
540,torrington,41.8007,-73.1212,19.23,55,49,1.26,US,1683854206
541,nafpaktos,38.3917,21.8275,14.43,80,9,2.39,GR,1683854299
542,howard springs,-12.497,131.047,27.12,40,29,5.07,AU,1683854300
543,kailua-kona,19.6406,-155.9956,27.98,86,40,5.14,US,1683854129
544,ichnya,50.8626,32.3942,5.63,90,1,2.21,UA,1683854300
545,caratinga,-19.7897,-42.1392,19.27,87,11,1.3,BR,1683854300
546,dolores,-36.3132,-57.6792,8.77,84,9,1.92,AR,1683854301
547,san felipe,10.3399,-68.7425,22.29,98,97,1.1,VE,1683854301
548,naze,28.3667,129.4833,22.51,63,14,4.73,JP,1683854301
549,la peca,-5.6111,-78.435,21.05,85,69,1.67,PE,1683854301
550,la ronge,55.1001,-105.2842,21.12,28,40,2.57,CA,1683854302
551,binzhou,37.3667,118.0167,24.82,33,0,5.54,CN,1683854302
552,errachidia,31.9275,-4.4285,27.03,16,0,4.63,MA,1683854302
553,palikir - national government center,6.9248,158.1611,32.41,66,75,4.12,FM,1683854302
554,sept-iles,50.2001,-66.3821,8.36,63,91,0.28,CA,1683854103
555,kasongo,-4.45,26.6667,20.65,89,98,0.88,CD,1683854303
556,prado,-17.3411,-39.2208,23.6,81,89,3.19,BR,1683854293
557,laojunmiao,39.8333,97.7333,14.45,14,0,3.15,CN,1683854303
558,tochio-honcho,37.4667,139.0,16.97,42,2,1.34,JP,1683854304
559,kalachinsk,55.0529,74.5751,5.68,69,7,5.55,RU,1683854304
560,al 'amarah,31.8406,47.1396,28.45,14,0,3.05,IQ,1683854305
561,platon sanchez,21.2833,-98.3667,31.45,61,0,5.23,MX,1683854305
562,belyy yar,53.6039,91.3903,9.94,76,0,7.0,RU,1683854305
563,ingeniero jacobacci,-41.3427,-69.5448,9.62,68,90,4.27,AR,1683854306
564,ballenstedt,51.7167,11.2333,11.36,89,66,0.88,DE,1683854306
565,parral,26.9333,-105.6667,26.1,7,0,0.55,MX,1683854138
566,bissora,12.2231,-15.4475,26.29,54,83,1.78,GW,1683854307
567,lucheng,31.2336,117.2806,20.41,55,8,1.85,CN,1683854307
568,nouadhibou,20.931,-17.0347,17.65,93,5,7.71,MR,1683854307
569,swift current,50.2834,-107.8014,13.45,64,100,3.16,CA,1683854129
570,temiskaming shores,47.4938,-79.7153,14.89,86,14,2.37,CA,1683854308
571,arauca,7.0847,-70.7591,26.0,100,99,0.51,CO,1683854308
572,coreau,-3.5333,-40.6567,22.48,96,42,0.59,BR,1683854308
573,saynshand,44.8824,110.1163,8.4,61,96,5.78,MN,1683854309
574,hilo,19.7297,-155.09,29.04,78,100,3.6,US,1683854309
